postal_code;latitude;longitude
434 51;57.4872;12.0761
434 90;57.4718921;12.0109293
434 91;57.4872;12.0761
434 92;57.4775;12.0014
434 96;57.4872;12.0761
435 30;57.6589;12.1179
435 32;57.6589;12.1179
435 33;57.6589;12.1179
435 35;57.6589;12.1179
435 37;57.6589;12.1179
435 41;57.6589;12.1179
436 32;57.6158;11.9456
436 33;57.6158;11.9456
436 34;57.6158;11.9456
436 40;57.6158;11.9456
436 42;57.6158;11.9456
436 43;57.6158;11.9456
436 45;57.6158;11.9456
436 55;57.6114;11.9392
437 21;57.5667;12.0833
437 30;57.5667;12.0833
437 33;57.5667;12.0833
437 36;57.5667;12.0833
437 40;57.5667;12.0833
437 93;57.5667;12.0833
438 00;57.6544;12.3632
438 13;57.6866;12.2117
438 14;57.6866;12.2117
438 32;57.6866;12.2117
438 34;57.6866;12.2117
438 35;57.6866;12.2117
438 51;57.6523813;12.500173
438 53;57.692506;12.4010925
438 54;57.7047395;12.452182
438 70;57.6544;12.3632
438 96;57.6508035;12.4101476
439 30;57.4253;12.029
439 31;57.4253;12.029
439 54;57.3540285;12.1165389
439 55;57.3440873;12.1449061
439 61;57.3167;12.1667
439 62;57.3167;12.1667
439 71;57.4601905;12.1757221
439 74;57.4591;12.1751
439 92;57.4253;12.029
440 33;57.869754;11.9740317
440 60;58.0410195;11.6836708
441 30;57.9303;12.5334
441 31;57.9303;12.5334
441 32;57.9303;12.5334
441 34;57.9303;12.5334
441 35;57.9303;12.5334
441 39;57.9303;12.5334
441 43;57.9303;12.5334
441 45;57.9303;12.5334
441 50;57.9303;12.5334
441 51;57.9303;12.5334
441 55;57.9303;12.5334
441 57;57.9303;12.5334
441 65;57.9303;12.5334
441 70;58.1205307;12.5232207
442 25;57.869754;11.9740317
442 31;57.871;11.9805
442 32;57.871;11.9805
442 34;57.871;11.9805
442 35;57.871;11.9805
442 36;57.871;11.9805
442 37;57.871;11.9805
442 39;57.871;11.9805
442 40;57.871;11.9805
442 42;57.871;11.9805
442 47;57.874151;11.9683011
442 50;57.8667;11.9167
442 60;57.9333;11.85
442 66;57.887;11.5822
442 67;57.8704182;11.5965963
442 70;57.85;11.7833
442 77;57.9167;12.0167
442 93;57.9167;11.9
442 98;57.9333;11.85
443 30;57.7705;12.269
443 34;57.7705;12.269
443 39;57.7705;12.269
443 42;57.8333;12.3
443 51;57.7705;12.269
443 61;57.8;12.3167
444 21;58.0705;11.8181
444 24;58.0705;11.8181
444 30;58.0705;11.8181
444 31;58.0705;11.8181
444 32;58.0705;11.8181
444 60;58.0167;11.8333
444 65;57.9833;11.8167
444 91;58.0705;11.8181
445 37;57.85;12.0167
445 57;57.8167;12.0167
446 33;57.9667;12.1167
446 37;57.9667;12.1167
446 40;57.9833;12.2
446 91;58;12.15
446 92;57.9833;12.2
447 30;58.0371;12.8091
447 31;58.0371;12.8091
447 32;58.0371;12.8091
447 33;58.0371;12.8091
447 35;58.0371;12.8091
447 91;58.0371;12.8091
447 94;58.0371;12.8091
448 30;57.8;12.3667
448 33;57.8;12.3667
448 50;57.8167;12.4167
449 31;57.8833;12.0667
449 34;57.8833;12.0667
449 44;57.9167;12.05
449 51;57.9258;12.0784
450 33;58.2167;11.4167
450 34;58.25;11.4667
450 46;58.4413;11.3032
450 70;58.5525;11.2727
451 30;58.3478;11.9424
451 31;58.3478;11.9424
451 33;58.3478;11.9424
451 34;58.3478;11.9424
451 40;58.3478;11.9424
451 42;58.3478;11.9424
451 43;58.3478;11.9424
451 50;58.3478;11.9424
451 52;58.3478;11.9424
451 55;58.3478;11.9424
451 60;58.3478;11.9424
451 63;58.3478;11.9424
451 72;58.3478;11.9424
451 75;58.3478;11.9424
451 76;58.3478;11.9424
451 78;58.2474015;11.4589338
451 94;58.3478;11.9424
451 95;58.3478;11.9424
451 96;58.3478;11.9424
452 05;58.9394;11.1712
452 30;58.9394;11.1712
452 31;58.9394;11.1712
452 32;58.9394;11.1712
452 33;58.9394;11.1712
452 35;58.9394;11.1712
452 70;58.9394;11.1712
452 90;58.9394;11.1712
452 92;58.9394;11.1712
452 93;58.9394;11.1712
452 94;58.9394;11.1712
452 95;58.9394;11.1712
452 97;58.9394;11.1712
453 30;58.2743;11.4358
453 33;58.2743;11.4358
453 35;58.2743;11.4358
453 37;58.2743;11.4358
453 92;58.2743;11.4358
454 30;58.3833;11.4833
454 94;58.3833;11.4833
455 30;58.4724;11.6686
455 31;58.4724;11.6686
455 34;58.4724;11.6686
455 35;58.4724;11.6686
455 41;58.6418133;11.786347
455 61;58.5308177;11.5750151
455 91;58.4724;11.6686
456 22;58.3631;11.2594
456 31;58.3631;11.2594
456 34;58.3631;11.2594
456 44;58.3631;11.2594
456 47;58.4718356;11.3304925
456 50;58.3739622;11.2280859
456 51;58.3572813;11.2206731
456 55;58.3500458;11.3346352
456 61;58.437617;11.2925477
456 91;58.3631;11.2594
456 94;58.4671639;11.3826749
457 30;58.7238;11.3259
457 31;58.7238;11.3259
457 32;58.7238;11.3259
457 40;58.5835571;11.2129942
457 45;58.5531363;11.2787041
457 47;58.7025;11.2574
457 51;58.7003604;11.5961046
457 60;58.579282;11.5358444
457 72;58.7025;11.2574
457 95;58.7025;11.2574
457 97;58.8;11.1667
458 30;58.5682;11.9923
458 32;58.5682;11.9923
458 70;58.6488797;12.0513151
458 97;58.6929824;12.1370732
459 22;58.2167;11.9167
459 30;58.2167;11.9167
459 93;58.2167;11.9167
460 64;58.5;12.2833
460 65;58.5667;12.3667
461 30;58.2837;12.2886
461 31;58.2837;12.2886
461 32;58.2837;12.2886
461 34;58.2837;12.2886
461 35;58.2837;12.2886
461 37;58.2837;12.2886
461 39;58.2837;12.2886
461 40;58.2837;12.2886
461 41;58.2837;12.2886
461 42;58.2837;12.2886
461 44;58.2837;12.2886
461 50;58.2837;12.2886
461 51;58.2837;12.2886
461 52;58.2837;12.2886
461 58;58.2837;12.2886
461 60;58.2837;12.2886
461 63;58.2837;12.2886
461 65;58.2837;12.2886
461 67;58.2837;12.2886
461 70;58.2837;12.2886
461 77;58.2012607;12.2174178
461 79;58.1494609;12.3033348
461 85;58.2837;12.2886
461 94;58.2248033;12.4427192
462 30;58.3807;12.3234
462 32;58.3807;12.3234
462 33;58.3807;12.3234
462 34;58.3807;12.3234
462 35;58.3807;12.3234
462 36;58.3807;12.3234
462 37;58.3807;12.3234
462 38;58.3807;12.3234
462 40;58.3807;12.3234
462 41;58.3807;12.3234
462 51;58.3807;12.3234
462 55;58.3807;12.3234
462 56;58.3807;12.3234
462 60;58.3807;12.3234
462 61;58.3807;12.3234
462 69;58.4999252;12.2732703
462 95;58.4890703;12.2452542
463 30;58.1333;12.1333
463 31;58.1333;12.1333
463 32;58.1333;12.1333
463 33;58.1333;12.1333
463 71;58.0333;12.1333
463 72;58.026525;12.1635986
464 21;58.6998;12.4531
464 30;58.6998;12.4531
464 31;58.6998;12.4531
464 33;58.6998;12.4531
464 34;58.6998;12.4531
464 40;58.7997;12.4167
464 50;58.7167;12.35
464 61;58.5601049;12.3556643
464 62;58.5586197;12.3411157
464 66;58.5713515;12.4926815
464 72;58.8167;12.4
464 93;58.6998;12.4531
465 30;58.1881;12.716
465 31;58.1881;12.716
465 96;58.1881;12.716
466 32;58.1167;12.5333
467 30;58.3322;12.6812
467 31;58.3322;12.6812
467 40;58.3322;12.6812
467 92;58.3322;12.6812
468 30;58.356;12.3906
471 32;57.9866;11.5574
471 33;57.9866;11.5574
471 41;57.9333;11.5833
471 42;57.9333;11.5833
471 51;57.95;11.5333
471 60;58.05;11.7333
471 61;58.05;11.7333
471 70;58.0333;11.7667
471 93;57.9922;11.5651
471 94;57.9922;11.5651
472 31;58.1333;11.8333
472 32;58.1333;11.8333
472 92;58.2;11.85
472 95;58.1333;11.7
473 32;58.2385;11.676
473 34;58.2385;11.676
473 91;58.2385;11.676
473 97;58.2385;11.676
474 31;58.1833;11.4667
474 70;58.0667;11.4667
474 71;58.1833;11.4
474 74;58.1167;11.35
474 92;58.1833;11.4667
475 31;57.718964;11.6474079
475 40;57.6897;11.6497
475 41;57.6897;11.6497
475 42;57.6897;11.6497
501 82;57.721;12.9401
502 33;57.721035;12.939819
503 06;57.721;12.9401
503 30;57.721;12.9401
503 31;57.721;12.9401
503 32;57.721;12.9401
503 35;57.721;12.9401
503 37;57.721;12.9401
503 38;57.721;12.9401
504 31;57.721;12.9401
504 32;57.721;12.9401
504 33;57.721;12.9401
504 35;57.721;12.9401
504 41;57.721;12.9401
504 42;57.721;12.9401
504 46;57.721;12.9401
504 47;57.721;12.9401
504 52;57.721;12.9401
504 55;57.721;12.9401
504 56;57.721;12.9401
504 57;57.721;12.9401
504 61;57.721;12.9401
504 63;57.721;12.9401
504 64;57.721;12.9401
504 65;57.721;12.9401
504 67;57.721;12.9401
504 92;57.8167;12.75
504 94;57.721;12.9401
506 30;57.721;12.9401
506 36;57.721;12.9401
506 39;57.721;12.9401
506 42;57.721;12.9401
506 46;57.721;12.9401
506 47;57.721;12.9401
507 31;57.7333;13.0167
507 41;57.721;12.9401
507 42;57.721;12.9401
507 50;57.721;12.9401
507 53;57.721;12.9401
507 61;57.721;12.9401
507 64;57.721;12.9401
507 71;57.7;13.0167
510 21;57.5417;12.4343
510 90;57.4855688;13.3524099
511 31;57.4833;12.7
511 54;57.5073;12.6946
511 57;57.5073;12.6946
511 58;57.5073;12.6946
511 61;57.4833;12.6333
511 62;57.4833;12.6333
511 68;57.557615;12.5408868
511 71;57.55;12.7833
511 72;57.55;12.7833
511 94;57.35;12.7
511 95;57.4;12.8
511 97;57.5;12.55
512 50;57.4955;13.1108
512 51;57.4955;13.1108
512 53;57.4955;13.1108
512 60;57.35;12.8833
512 61;57.3367;12.9433
512 64;57.4167;12.9667
512 65;57.3167;12.8667
512 77;57.5833;13.1167
512 90;57.6333;13.15
513 33;57.8167;13.0167
513 34;57.8167;13.0167
513 35;57.8167;13.0167
513 70;57.8833;13.0167
514 32;57.4833;13.35
514 34;57.4833;13.35
514 41;57.5333;13.35
514 44;57.6;13.2333
514 60;57.6167;13.5
515 32;57.6333;12.8333
515 34;57.6333;12.8333
516 21;57.7167;13.0833
516 31;57.7167;13.0833
516 77;57.6833;13.05
517 34;57.6687;12.5727
517 36;57.6687;12.5727
517 37;57.6687;12.5727
517 70;57.8;12.6333
517 91;57.6687;12.5727
518 30;57.7099;12.7924
518 32;57.7099;12.7924
519 30;57.35;12.4667
519 92;57.3167;12.5667
519 94;57.4167;12.5167
520 10;57.6667;13.4333
520 15;57.7947889;13.4205162
520 43;58.0333;13.5667
521 32;58.1735;13.5507
521 33;58.1735;13.5507
521 34;58.1735;13.5507
521 35;58.1735;13.5507
521 37;58.1842369;13.5511062
521 40;58.1735;13.5507
521 41;58.1735;13.5507
521 42;58.1735;13.5507
521 43;58.1735;13.5507
521 44;58.1735;13.5507
521 51;58.1324859;13.3353957
521 52;58.1411852;13.3353852
521 60;58.2667;13.7167
521 72;58.0833;13.5167
521 74;58.2333;13.55
521 85;58.1735;13.5507
521 95;57.75;14.1333
521 98;58.3;13.6
522 30;58.1804;13.9582
522 31;58.1804;13.9582
522 32;58.1804;13.9582
522 33;58.1804;13.9582
522 34;58.1804;13.9582
522 36;58.1834917;13.9667735
523 31;57.7916;13.4142
523 32;57.7916;13.4142
523 36;57.7916;13.4142
523 37;57.7916;13.4142
523 72;57.85;13.4333
523 75;57.8770335;13.5303774
523 76;57.9205856;13.4887085
523 91;57.7916;13.4142
523 94;57.8065;13.3973
524 30;58.0774;13.0266
524 32;58.0774;13.0266
524 41;57.9833;13.05
524 42;57.9833;13.05
530 10;58.1667;12.9833
530 30;58.4333;12.7333
531 03;58.45;13.2667
531 30;58.5052;13.1577
531 31;58.5052;13.1577
531 32;58.5052;13.1577
531 33;58.5052;13.1577
531 35;58.5052;13.1577
531 36;58.5052;13.1577
531 40;58.5052;13.1577
531 51;58.5052;13.1577
531 52;58.5052;13.1577
531 54;58.5052;13.1577
531 57;58.5052;13.1577
531 59;58.5052;13.1577
531 70;58.5052;13.1577
531 75;58.3833;12.9667
531 85;58.5052;13.1577
531 99;58.5052;13.1577
532 30;58.3866;13.4384
532 32;58.3866;13.4384
532 35;58.3866;13.4384
532 37;58.3866;13.4384
532 72;58.3833;13.5667
533 30;58.5282;13.4946
533 31;58.5282;13.4946
533 32;58.5282;13.4946
533 33;58.5282;13.4946
533 72;58.4833;13.45
533 73;58.5167;13.3167
533 74;58.6167;13.4333
533 91;58.5282;13.4946
533 94;58.6167;13.4333
534 31;58.2623;12.9541
534 32;58.2623;12.9541
534 50;58.2623;12.9541
534 60;58.1712876;13.0041868
534 73;58.3333;12.9167
534 92;58.25;13.0833
534 94;58.2623;12.9541
535 30;58.3;13.1833
535 92;58.3;13.1833
540 16;58.5333;13.75
540 66;58.8333;13.9833
541 30;58.3912;13.8451
541 31;58.3912;13.8451
541 32;58.3912;13.8451
541 34;58.3912;13.8451
541 35;58.3912;13.8451
541 37;58.3912;13.8451
541 38;58.3912;13.8451
541 39;58.3912;13.8451
541 40;58.3912;13.8451
541 42;58.3912;13.8451
541 43;58.3912;13.8451
541 45;58.3912;13.8451
541 49;58.4003363;13.8502421
541 50;58.3912;13.8451
541 52;58.3912;13.8451
541 54;58.3912;13.8451
541 57;58.3912;13.8451
541 64;58.3912;13.8451
541 66;58.4121776;13.8913764
541 70;58.3912;13.8451
541 78;58.35;14.05
541 85;58.3912;13.8451
541 96;58.5;13.95
542 23;58.7097;13.8237
542 30;58.7097;13.8237
542 33;58.7097;13.8237
542 35;58.7097;13.8237
542 40;58.7097;13.8237
542 43;58.7097;13.8237
542 44;58.7097;13.8237
542 45;58.7097;13.8237
542 74;58.7097;13.8237
542 92;58.7097;13.8237
542 93;58.7097;13.8237
543 30;58.4245;14.1616
543 31;58.4245;14.1616
543 32;58.4245;14.1616
543 34;58.4245;14.1616
543 35;58.4245;14.1616
544 30;58.3013;14.2878
544 31;58.3013;14.2878
544 32;58.3013;14.2878
544 33;58.3013;14.2878
544 50;58.3013;14.2878
545 30;58.7074;14.126
545 31;58.7074;14.126
545 72;58.8;14.2333
545 91;58.7074;14.126
546 30;58.5372;14.5047
546 31;58.5372;14.5047
546 32;58.5372;14.5047
546 33;58.5372;14.5047
546 34;58.5372;14.5047
546 72;58.5;14.4
546 94;58.65;14.4167
547 30;58.9861;14.0964
547 72;58.95;14.0333
548 32;58.8667;14.1833
548 73;58.8;14.0667
549 31;58.5667;14
549 41;58.6167;14.0333
550 06;57.7815;14.1562
550 08;57.7815;14.1562
550 11;57.7815;14.1562
551 85;57.7815;14.1562
553 02;57.7815;14.1562
553 03;57.7815;14.1562
553 05;57.7815;14.1562
553 11;57.7815;14.1562
553 15;57.7815;14.1562
553 16;57.7815;14.1562
553 17;57.7815;14.1562
553 20;57.7815;14.1562
553 21;57.7815;14.1562
553 22;57.7815;14.1562
553 23;57.7815;14.1562
553 30;57.768884;14.157706
553 31;57.7815;14.1562
553 33;57.7815;14.1562
553 35;57.7815;14.1562
553 39;57.7815;14.1562
554 45;57.7815;14.1562
554 51;57.7815;14.1562
554 52;57.7815;14.1562
554 53;57.7815;14.1562
554 54;57.7815;14.1562
554 56;57.7815;14.1562
554 57;57.7815;14.1562
554 65;57.7815;14.1562
554 72;57.7815;14.1562
555 92;57.7815;14.1562
555 93;57.7815;14.1562
556 11;57.7815;14.1562
556 14;57.7815;14.1562
556 27;57.7815;14.1562
556 28;57.7815;14.1562
556 50;57.7815;14.1562
560 25;57.7667;13.8167
560 27;57.7167;14.3167
560 34;58.0167;14.3167
561 23;57.8;14.2667
561 31;57.8;14.2667
561 32;57.8;14.2667
561 33;57.8;14.2667
561 34;57.8;14.2667
561 38;57.8;14.2667
561 43;57.8;14.2667
561 46;57.8;14.2667
561 50;57.8;14.2667
561 61;57.7241038;14.2919363
561 95;57.7766569;14.4272942
561 96;57.7692416;14.4245477
562 30;57.7;14.1
562 31;57.7;14.1
562 32;57.7;14.1
562 42;57.6833;14.0833
563 31;58.0167;14.4667
563 32;58.0167;14.4667
563 91;58.0167;14.4667
563 92;58.0167;14.4667
563 93;58.0167;14.4667
563 94;58.044388;14.338001
564 31;57.85;14.1167
564 35;57.85;14.1167
565 31;57.9171;13.8783
565 32;57.9171;13.8783
565 33;57.9171;13.8783
565 76;57.7716425;13.8256777
565 91;57.9171;13.8783
565 94;57.9861205;13.7731372
565 97;57.7256347;13.8748216
566 31;57.9119;14.0744
566 33;57.9119;14.0744
566 92;57.9119;14.0744
566 93;58.1;14.1833
567 30;57.4981;14.1484
567 32;57.4981;14.1484
567 33;57.4981;14.1484
568 30;57.4333;14.0833
568 32;57.4333;14.0833
568 92;57.4333;14.0833
570 01;57.2333;14.5667
570 02;57.3167;14.5833
570 03;57.35;14.4667
570 10;57.3167;15.1167
570 12;57.3667;14.9
570 16;57.4167;15.4833
570 21;57.5833;14.4667
570 23;57.7167;14.8
570 32;57.6333;15.3333
570 60;57.8246;15.2736
570 61;57.7991316;15.1419902
570 63;57.9070739;15.1943283
570 72;57.35;15.9333
570 75;57.2;15.8333
570 80;57.3167;15.5833
570 81;57.4167;15.6167
570 82;57.3877;15.8068
570 84;57.3167;15.85
570 90;57.1667;16.45
570 91;57.4;16.1833
571 31;57.6531;14.6968
571 33;57.6531;14.6968
571 36;57.6531;14.6968
571 38;57.6531;14.6968
571 40;57.6531;14.6968
571 41;57.6531;14.6968
571 61;57.5;14.7
571 64;57.5;14.7833
571 73;57.6861;14.6111
571 77;57.7;14.4667
572 22;57.2646;16.4484
572 30;57.2646;16.4484
572 31;57.2646;16.4484
572 32;57.2646;16.4484
572 34;57.2646;16.4484
572 35;57.2646;16.4484
572 36;57.2646;16.4484
572 51;57.2646;16.4484
572 55;57.2604162;16.4463022
572 57;57.2646;16.4484
572 58;57.2578666;16.458157
572 61;57.2646;16.4484
572 63;57.2646;16.4484
572 73;57.4;16.1833
572 74;57.1667;16.45
572 75;57.3667;16.55
572 76;57.3833;16.4833
573 31;58.0372;14.9782
573 32;58.0372;14.9782
573 33;58.0372;14.9782
573 39;58.0372;14.9782
573 41;58.0372;14.9782
573 42;58.0372;14.9782
573 74;;
573 74;57.8595195;15.2973458
573 74;57.8248297;15.27719696
573 92;58.0372;14.9782
573 93;58.0372;14.9782
573 94;58.0372;14.9782
574 31;57.4289;15.0776
574 32;57.4289;15.0776
574 33;57.4289;15.0776
574 35;57.4289;15.0776
574 36;57.4289;15.0776
574 38;57.4289;15.0776
574 50;57.5;15
574 74;57.2042;14.9525
574 91;57.4289;15.0776
574 97;57.4289;15.0776
575 31;57.6664;14.972
575 33;57.6664;14.972
575 34;57.6664;14.972
575 38;57.6664;14.972
575 91;57.6664;14.972
575 92;57.6333;15.1333
575 96;57.6664;14.972
576 31;57.4033;14.6624
576 32;57.4033;14.6624
576 35;57.4033;14.6624
577 30;57.4882;15.8436
577 32;57.4882;15.8436
577 34;57.4882;15.8436
577 39;57.4882;15.8436
577 51;57.5333;15.7333
578 31;57.8389;14.8102
578 32;57.8389;14.8102
579 30;57.166;16.0256
579 33;57.166;16.0256
579 40;57.2167;16.0333
580 09;58.4167;15.6167
581 28;58.4167;15.6167
581 85;58.4167;15.6167
582 12;58.4167;15.6167
582 14;58.4167;15.6167
582 16;58.4167;15.6167
582 19;58.4167;15.6167
582 20;58.4167;15.6167
582 21;58.4167;15.6167
582 22;58.4167;15.6167
582 23;58.4167;15.6167
582 24;58.4167;15.6167
582 25;58.4167;15.6167
582 29;58.4167;15.6167
582 30;58.4167;15.6167
582 33;58.4167;15.6167
582 34;58.4167;15.6167
582 35;58.4167;15.6167
582 36;58.4167;15.6167
582 42;58.4167;15.6167
582 46;58.4167;15.6167
582 48;58.409343;15.5993379
582 54;58.4167;15.6167
582 63;58.410807;15.6213728
582 66;58.410807;15.6213728
582 72;58.4167;15.6167
582 73;58.4167;15.6167
582 74;58.4167;15.6167
582 77;58.4167;15.6167
582 78;58.4167;15.6167
583 30;58.4167;15.6167
583 32;58.4167;15.6167
583 33;58.4167;15.6167
583 38;58.4167;15.6167
583 72;58.383;15.432
584 31;58.4167;15.6167
584 32;58.4167;15.6167
585 63;58.4745182;15.8904993
585 64;58.4167;15.6167
585 95;58.4167;15.6167
585 97;58.4167;15.6167
586 42;58.4265269;15.5817968
586 43;58.4167;15.6167
586 44;58.4167;15.6167
586 62;58.4167;15.6167
587 23;58.4167;15.6167
587 25;58.4167;15.6167
587 26;58.3969066;15.6637759
587 27;58.4167;15.6167
587 31;58.4167;15.6167
587 35;58.4167;15.6167
589 21;58.4167;15.6167
589 25;58.4167;15.6167
589 29;58.4167;15.6167
589 35;58.4167;15.6167
589 50;58.3635378;15.6827503
589 51;58.4167;15.6167
589 52;58.3698877;15.6925408
589 61;58.333871;15.7288242
589 65;58.2366452;15.7228538
590 10;58.1972;15.0538
590 11;58.1972;15.0538
590 14;58.1972;15.0538
590 17;58.35;15.2833
590 18;58.35;15.2833
590 21;58.3167;14.9167
590 29;58.5624348;15.2620105
590 31;58.5667;15.2833
590 33;58.5667;15.2833
590 34;58.7167;15.35
590 37;57.9842294;15.6174932
590 40;57.9878;15.633
590 41;58.1362;15.6865
590 42;57.9;15.8333
590 43;58.1384776;15.7019008
590 45;58.2145444;15.677822
590 48;58.383;15.432
590 49;58.383;15.432
590 52;58.2833;15.45
590 53;58.1167;15.4333
590 62;58.4333;15.7833
590 71;58.5167;15.5
590 73;58.5167;15.5
590 74;58.5167;15.5
590 77;58.4833;15.5167
590 80;57.75;15.8
590 81;57.8;15.7
590 83;57.5833;15.85
590 91;57.6333;16.3
590 92;57.6333;16.2
590 93;57.7167;16.5333
590 95;57.8997;16.7
590 96;57.9833;16.3167
590 98;58.0333;16.4667
591 27;58.5311181;15.0209584
591 30;58.5371;15.0365
591 32;58.5371;15.0365
591 35;58.5371;15.0365
591 36;58.5371;15.0365
591 37;58.5371;15.0365
591 38;58.5433874;15.0253594
591 47;58.5396733;15.0716644
591 52;58.5371;15.0365
591 53;58.5371;15.0365
591 60;58.5371;15.0365
591 61;58.5371;15.0365
591 62;58.5371;15.0365
591 70;58.5371;15.0365
591 71;58.5371;15.0365
591 97;58.5371;15.0365
592 30;58.4486;14.8897
592 32;58.4486;14.8897
592 40;58.4486;14.8897
592 93;58.3833;14.6833
592 94;58.4486;14.8897
593 30;57.7584;16.6373
593 31;57.7584;16.6373
593 32;57.7584;16.6373
593 33;57.7584;16.6373
593 35;57.7584;16.6373
593 42;57.7584;16.6373
593 50;57.7584;16.6373
593 51;57.7584;16.6373
593 53;57.7584;16.6373
593 61;57.7584;16.6373
593 62;57.7584;16.6373
593 70;57.6950213;16.3246939
593 72;57.6333;16.2
593 73;57.5785864;16.3113985
593 75;57.7198632;16.5415132
593 81;57.7584;16.6373
593 96;57.7584;16.6373
593 97;57.5859482;16.5218306
594 30;57.9;16.4
594 31;57.9;16.4
594 72;57.9833;16.3167
594 74;58.0333;16.4667
595 22;58.3259;15.1236
595 30;58.3259;15.1236
595 31;58.3259;15.1236
595 35;58.3259;15.1236
595 40;58.3259;15.1236
595 51;58.3259;15.1236
595 52;58.3259;15.1236
595 53;58.3259;15.1236
595 70;58.1972;15.0538
596 31;58.4;15.0833
596 33;58.4;15.0833
596 34;58.4;15.0833
597 25;58.2015;15.9977
597 30;58.2015;15.9977
597 40;58.2015;15.9977
597 52;58.2015;15.9977
597 53;58.2015;15.9977
597 94;58.2015;15.9977
597 96;58.2015;15.9977
598 37;57.6659;15.8551
598 38;57.6659;15.8551
598 39;57.6659;15.8551
598 70;57.5884228;15.8409875
598 73;57.8329595;15.6963398
598 81;57.6659;15.8551
598 95;57.6659;15.8551
598 96;57.6659;15.8551
598 97;57.5351375;15.5683444
599 31;58.2295;14.6529
599 94;58.2295;14.6529
602 08;58.5942;16.1826
602 11;58.5942;16.1826
602 12;58.5942;16.1826
602 14;58.5942;16.1826
602 15;58.5942;16.1826
602 16;58.5942;16.1826
602 17;58.5942;16.1826
602 20;58.5942;16.1826
602 22;58.5942;16.1826
602 23;58.5942;16.1826
602 24;58.5942;16.1826
602 25;58.5942;16.1826
602 27;58.5942;16.1826
602 28;58.5942;16.1826
602 29;58.5942;16.1826
602 30;58.5942;16.1826
602 31;58.5942;16.1826
602 32;58.5942;16.1826
602 33;58.5942;16.1826
602 34;58.5942;16.1826
602 35;58.5942;16.1826
602 39;58.5942;16.1826
602 41;58.6043783;16.1714111
602 46;58.6000728;16.1590596
603 36;58.587733;16.1410286
603 37;58.5829441;16.1611046
603 50;58.5942;16.1826
603 51;58.5942;16.1826
603 53;58.5942;16.1826
603 54;58.5942;16.1826
603 56;58.5942;16.1826
603 59;58.5942;16.1826
603 61;58.5942;16.1826
603 63;58.5942;16.1826
603 64;58.5942;16.1826
603 67;58.5942;16.1826
603 74;58.5942;16.1826
603 79;58.5942;16.1826
603 80;58.5942;16.1826
603 85;58.5942;16.1826
605 60;58.639412;16.0012241
605 97;58.5942;16.1826
610 12;58.7333;15.5667
610 13;58.7333;15.8333
610 14;58.8333;15.9167
610 20;58.5333;15.9667
610 21;58.5167;15.9667
610 24;58.525;15.9667
610 25;58.525;15.9667
610 40;58.2667;16.4833
610 41;58.3333;16.45
610 42;58.1833;16.8
610 55;58.8;16.7833
610 60;58.85;17.2331
610 71;58.95;17.5167
610 73;58.95;17.5167
611 24;58.753;17.0079
611 30;58.753;17.0079
611 31;58.753;17.0079
611 32;58.753;17.0079
611 33;58.753;17.0079
611 34;58.753;17.0079
611 35;58.753;17.0079
611 36;58.753;17.0079
611 38;58.753;17.0079
611 39;58.753;17.0079
611 45;58.753;17.0079
611 55;58.753;17.0079
611 56;58.753;17.0079
611 60;58.753;17.0079
611 61;58.753;17.0079
611 65;58.753;17.0079
611 66;58.753;17.0079
611 67;58.7684216;17.0338037
611 70;58.7434572;16.7262737
611 72;58.8025266;16.7852351
611 73;58.8509733;16.6825664
611 74;58.8550878;17.2370502
611 76;58.6311808;16.8058667
611 85;58.753;17.0079
611 91;58.753;17.0079
611 92;58.753;17.0079
611 95;58.753;17.0079
612 30;58.7058;15.7674
612 36;58.7058;15.7674
612 40;58.7058;15.7674
612 44;58.7058;15.7674
612 45;58.7058;15.7674
612 72;58.8333;15.9167
612 95;58.7058;15.7674
613 30;58.6706;17.1015
613 31;58.6706;17.1015
613 36;58.6706;17.1015
613 41;58.6706;17.1015
614 30;58.4806;16.3222
614 31;58.4806;16.3222
614 34;58.4806;16.3222
614 97;58.4806;16.3222
614 98;58.35;16.7
615 21;58.2031;16.6023
615 30;58.2031;16.6023
615 32;58.2031;16.6023
615 33;58.2031;16.6023
615 74;58.3333;16.45
616 30;58.6667;16.1833
616 32;58.6667;16.1833
617 30;58.5667;15.9
617 32;58.5667;15.9
618 00;;
618 30;58.6667;16.3833
618 34;58.6667;16.3833
618 93;58.6667;16.3833
618 95;56.8333;13.8
619 00;58.902655;17.5494637
619 30;58.8962;17.5481
619 31;58.8962;17.5481
619 33;58.8962;17.5481
619 35;58.8962;17.5481
620 12;57.2379;18.3744
620 13;57.2833;18.4667
620 16;57.3167;18.7
620 30;57.7046;18.8031
620 34;57.7833;18.7833
620 35;57.8667;19.05
621 23;57.6409;18.296
621 40;57.6470318;18.3085539
621 41;57.6409;18.296
621 42;57.6409;18.296
621 43;57.6409;18.296
621 45;57.6409;18.296
621 46;57.6409;18.296
621 49;57.6409;18.296
621 50;57.6409;18.296
621 51;57.6409;18.296
621 53;57.6409;18.296
621 55;57.6409;18.296
621 56;57.6409;18.296
621 57;57.6409;18.296
621 58;57.6409;18.296
621 75;57.6409;18.296
621 98;57.6409;18.296
622 54;57.5167;18.45
622 59;57.6409;18.296
622 65;57.6409;18.296
622 66;57.6409;18.296
623 35;57.05;18.2667
